,Unnamed: 0.1,Unnamed: 0,drugbank_id,name,smiles,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,phys_charge,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_min,temperature_max,duration_min,duration_max,strength_min,strength_max,pH_min,pH_max,freq_weight_mean,light_lux_hr_applied,uv_Wh_m2_applied,humidity_RH_applied,Unnamed: 0,predicted_api_loss_percent,predicted_degradant_percent
293,293,1637,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,base_hydrolysis,NaOH,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,293,19.0,9.5
294,294,1638,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,base_hydrolysis,NaOH,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,294,16.0,8.0
295,295,1639,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,base_hydrolysis,NaOH,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,295,18.0,9.0
296,296,1640,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,humidity,RH,standard,low,na,na,10.0,25.0,,,,,,,,0,0,1,296,1.0,0.5
297,297,1641,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,humidity,RH,standard,mid,long,na,30.0,50.0,72.0,336.0,,,,,0.0104347826086956,0,0,1,297,2.0,1.0
298,298,1642,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,humidity,RH,standard,na,medium,na,,,5.0,5.0,,,,,,0,0,1,298,1.0,0.5
299,299,1643,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,humidity,RH,standard,na,na,na,,,,,,,,,,0,0,1,299,1.0,0.5
300,300,1644,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,mild,low,medium,medium,25.0,25.0,3.0,6.0,0.3,0.5,,,0.0091304347826086,0,0,0,300,3.0,1.0
301,301,1645,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,high,short,high,60.0,60.0,0.5,1.0,3.0,3.0,,,0.024830917874396,0,0,0,301,12.0,6.0
302,302,1646,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,low,medium,high,25.0,25.0,3.0,3.0,1.0,1.0,,,0.0130434782608695,0,0,0,302,8.0,3.0
303,303,1647,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,low,short,high,25.0,25.0,0.5,1.0,3.0,3.0,,,0.0182608695652173,0,0,0,303,10.0,4.0
304,304,1648,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,mid,medium,high,40.0,40.0,2.0,6.0,1.0,3.0,,,0.0091304347826086,0,0,0,304,9.0,4.0
305,305,1649,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,mid,na,high,40.0,40.0,,,3.0,3.0,,,,0,0,0,305,11.0,5.0
306,306,1650,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,na,medium,high,,,5.0,11.0,3.0,3.0,,,,0,0,0,306,10.0,4.0
307,307,1651,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,moderate,na,na,high,,,,,3.0,3.0,,,,0,0,0,307,12.0,5.0
308,308,1652,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,strong,high,short,high,60.0,60.0,0.25,0.5,10.0,30.0,,,0.024830917874396,0,0,0,308,25.0,12.0
309,309,1653,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,strong,mid,medium,high,40.0,40.0,2.0,2.0,10.0,10.0,,,0.0078260869565217,0,0,0,309,20.0,10.0
310,310,1654,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,oxidation,H2O2,strong,na,na,high,,,,,10.0,10.0,,,,0,0,0,310,22.0,11.0
311,311,1655,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,light,standard,low,long,na,25.0,25.0,240.0,240.0,,,,,,1,0,0,311,5.0,2.0
312,312,1656,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,light,standard,na,long,na,,,72.0,336.0,,,,,,0,1,0,312,6.0,2.0
313,313,1657,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,light,standard,na,medium,na,,,2.0,2.0,,,,,,0,1,0,313,4.0,1.0
314,314,1658,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,light,standard,na,na,na,,,,,,,,,,1,0,0,314,3.0,1.0
315,315,1659,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,uv_light,standard,na,na,na,,,,,,,,,0.0208695652173913,0,1,0,315,5.0,2.0
316,316,1660,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,photolysis,visible_light,standard,na,na,na,,,,,,,,,0.0313043478260869,1,0,0,316,3.0,1.0
317,317,1661,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,low,long,na,2.0,25.0,48.0,240.0,,,,,,1,0,0,317,2.0,1.0
318,318,1662,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,low,medium,na,0.0,25.0,2.0,24.0,,,,,,0,0,0,318,1.0,0.5
319,319,1663,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,low,na,na,10.0,25.0,,,,,,,,0,0,1,319,1.0,0.5
320,320,1664,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,low,short,na,25.0,25.0,0.0666666666666666,0.5,,,,,,0,0,0,320,1.0,0.5
321,321,1665,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,mid,long,na,40.0,40.0,168.0,168.0,,,,,,0,0,0,321,3.0,1.0
322,322,1666,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,mid,medium,na,30.0,40.0,1.3333333333333333,5.0,,,,,,0,0,0,322,2.0,1.0
323,323,1667,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,mild,mid,na,na,40.0,40.0,,,,,,,,0,0,0,323,1.0,0.5
324,324,1668,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,high,long,na,60.0,70.0,27.9,168.0,,,,,0.0078260869565217,0,0,0,324,8.0,3.0
325,325,1669,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,high,medium,na,60.0,60.0,5.0,24.0,,,,,,0,0,0,325,6.0,2.0
326,326,1670,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,high,na,na,60.0,70.0,,,,,,,,0,0,0,326,5.0,2.0
327,327,1671,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,high,short,na,60.0,60.0,0.25,1.0,,,,,,0,0,0,327,5.0,2.0
328,328,1672,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,mid,long,na,50.0,50.0,120.0,120.0,,,,,,0,0,0,328,7.0,3.0
329,329,1673,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,mid,medium,na,50.0,50.0,24.0,24.0,,,,,,0,0,0,329,5.0,2.0
330,330,1674,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,mid,na,na,50.0,50.0,,,,,,,,0,0,0,330,4.0,1.0
331,331,1675,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,moderate,mid,short,na,50.0,50.0,0.0,0.0,,,,,,0,0,0,331,3.0,1.0
332,332,1676,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,strong,high,long,na,80.0,80.0,72.0,72.0,,,,,0.0104347826086956,0,0,0,332,15.0,7.0
333,333,1677,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,strong,high,medium,na,80.0,110.0,3.0,24.0,,,,,0.0121739130434782,0,0,0,333,18.0,8.0
334,334,1678,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,dry_heat,strong,high,na,na,80.0,80.0,,,,,,,,0,0,0,334,12.0,5.0
335,335,1679,DB00126,Ascorbic acid,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,176.1241,-1.9,0.14,107.22,4.0,5.0,2.0,1.0,4.16,-3.0,-1.0,thermal,wet_heat,moderate,high,medium,na,60.0,60.0,24.0,24.0,,,,,0.0078260869565217,0,0,0,335,10.0,4.0
336,336,1848,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0078260869565217,0,0,0,336,3.0,1.0
337,337,1849,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,2.0,2.0,0.0078260869565217,0,0,0,337,1.0,0.5
338,338,1850,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,0.8,1.2,0.0078260869565217,0,0,0,338,2.0,1.0
339,339,1851,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,60.0,2.0,6.0,0.1,0.1,1.2,1.2,0.0169565217391303,0,0,0,339,7.0,3.0
340,340,1852,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,2.0,2.0,0.0104347826086956,0,0,0,340,5.0,2.0
341,341,1853,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,1.5,2.0,0.0117391304347825,0,0,0,341,4.0,1.0
342,342,1854,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,1.2,1.2,0.0156521739130434,0,0,0,342,6.0,2.0
343,343,1855,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,343,8.0,3.0
344,344,1856,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,344,16.0,7.0
345,345,1857,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,345,25.0,12.0
346,346,1858,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,346,15.0,7.0
347,347,1859,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,high,na,medium,80.0,80.0,,,0.5,0.5,,,,0,0,0,347,18.0,8.0
348,348,1860,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,high,short,high,60.0,60.0,0.25,1.0,1.0,1.0,,,0.0444444444444444,0,0,0,348,17.0,8.0
349,349,1861,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,349,10.0,4.0
350,350,1862,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,long,high,,,70.0,336.0,1.0,2.0,,,,0,1,0,350,20.0,9.0
351,351,1863,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,long,medium,,,48.0,168.0,0.1,0.1,,,,0,0,0,351,18.0,8.0
352,352,1864,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,352,22.0,10.0
353,353,1865,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,353,19.0,9.0
354,354,1866,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,354,15.0,7.0
355,355,1867,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,355,12.0,5.0
356,356,1868,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,acid_hydrolysis,HCl,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,356,16.0,7.0
357,357,1869,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,14.0,14.0,0.0078260869565217,0,0,0,357,4.0,1.0
358,358,1870,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,12.0,12.0,0.0078260869565217,0,0,0,358,1.0,0.5
359,359,1871,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,13.0,13.5,0.0078260869565217,0,0,0,359,2.0,1.0
360,360,1872,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,12.0,12.0,0.0104347826086956,0,0,0,360,6.0,2.0
361,361,1873,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,12.0,12.5,0.0117391304347825,0,0,0,361,5.0,2.0
362,362,1874,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,13.0,13.0,0.0156521739130434,0,0,0,362,7.0,3.0
363,363,1875,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,363,8.0,3.0
364,364,1876,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,60.0,2.0,2.0,0.1,0.1,13.0,13.0,0.0130434782608695,0,0,0,364,10.0,4.0
365,365,1877,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,365,18.0,8.0
366,366,1878,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,strong,high,short,medium,60.0,60.0,1.0,1.0,0.1,0.1,13.0,13.0,0.0208695652173913,0,0,0,366,12.0,5.0
367,367,1879,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,367,28.0,14.0
368,368,1880,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,368,18.0,8.0
369,369,1881,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,high,na,medium,60.0,80.0,,,0.1,0.5,,,,0,0,0,369,20.0,9.0
370,370,1882,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,high,short,high,60.0,60.0,0.1666666666666666,0.1666666666666666,1.0,1.0,,,0.0444444444444444,0,0,0,370,19.0,9.0
371,371,1883,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,371,12.0,5.0
372,372,1884,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,long,high,,,72.0,168.0,1.0,2.0,,,,0,1,0,372,25.0,12.0
373,373,1885,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,long,low,,,72.0,72.0,0.01,0.01,,,,0,1,0,373,22.0,10.0
374,374,1886,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,long,medium,,,70.0,70.0,0.5,0.5,,,,0,0,0,374,23.0,11.0
375,375,1887,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,375,26.0,12.0
376,376,1888,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,376,24.0,11.0
377,377,1889,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,377,20.0,9.0
378,378,1890,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,378,18.0,8.0
379,379,1891,DB00129,Ornithine,NCCC[C@H](N)C(O)=O,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,1.0,base_hydrolysis,NaOH,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,379,21.0,10.0
